region_code,region_name,country_code,country_name,year,sex,age_group_code,age_group,number,percentage_of_causespecific_deaths_out_of_total_deaths,agestandardized_death_rate_per_100_000_standard_population,death_rate_per_100_000_population
CSA,Central and South America,COL,Colombia,2020,All,Age_all,[All],645.0,0.21439042,1.21195659,1.26761665
CSA,Central and South America,COL,Colombia,2019,All,Age_all,[All],521.0,0.21321438,0.98949279,1.03497371
CSA,Central and South America,COL,Colombia,2018,All,Age_all,[All],521.0,0.21989432,1.00139364,1.04911197
CSA,Central and South America,COL,Colombia,2017,All,Age_all,[All],485.0,0.21307068,0.94925626,0.99162052
CSA,Central and South America,COL,Colombia,2016,All,Age_all,[All],476.0,0.21337828,0.9447317,0.98806328
CSA,Central and South America,COL,Colombia,2015,All,Age_all,[All],476.0,0.21688416,0.9609849,1.00166944
CSA,Central and South America,ECU,Ecuador,2021,All,Age_all,[All],190.0,0.180526,1.03971362,1.06213638
CSA,Central and South America,ECU,Ecuador,2020,All,Age_all,[All],217.0,0.18785276,1.20120217,1.22994579
CSA,Central and South America,ECU,Ecuador,2019,All,Age_all,[All],228.0,0.31049557,1.28066402,1.31233127
CSA,Central and South America,ECU,Ecuador,2018,All,Age_all,[All],223.0,0.30979967,1.27157728,1.30528756
CSA,Central and South America,ECU,Ecuador,2017,All,Age_all,[All],211.0,0.30470634,1.22074342,1.25704773
CSA,Central and South America,ECU,Ecuador,2016,All,Age_all,[All],154.0,0.22812787,0.9113139,0.93383613
CSA,Central and South America,ECU,Ecuador,2015,All,Age_all,[All],183.0,0.282451,1.10197032,1.12879209
CSA,Central and South America,GUF,French Guiana,2016,All,Age_all,[All],1.0,0.11098779,0.33196224,0.37338372
CSA,Central and South America,GUF,French Guiana,2015,All,Age_all,[All],1.0,0.12019231,0.38982008,0.38314323
CSA,Central and South America,GUY,Guyana,2019,All,Age_all,[All],19.0,0.3818328,2.4477151,2.42728989
CSA,Central and South America,GUY,Guyana,2018,All,Age_all,[All],13.0,0.25788534,1.68602677,1.66879331
CSA,Central and South America,GUY,Guyana,2017,All,Age_all,[All],22.0,0.39419459,2.57428404,2.83789676
CSA,Central and South America,GUY,Guyana,2016,All,Age_all,[All],8.0,0.1607394,1.0570245,1.03711847
CSA,Central and South America,GUY,Guyana,2015,All,Age_all,[All],15.0,0.25978524,2.02407795,1.95457057
CSA,Central and South America,PER,Peru,2020,All,Age_all,[All],228.0,0.09743715,0.67107156,0.69149888
CSA,Central and South America,PER,Peru,2019,All,Age_all,[All],216.0,0.16268368,0.64326349,0.66440169
CSA,Central and South America,PER,Peru,2018,All,Age_all,[All],225.0,0.17915439,0.68588639,0.70336107
CSA,Central and South America,PER,Peru,2017,All,Age_all,[All],315.0,0.26002542,0.97598162,1.00177145
CSA,Central and South America,PER,Peru,2016,All,Age_all,[All],72.0,0.07404284,0.22881769,0.23281357
CSA,Central and South America,PER,Peru,2015,All,Age_all,[All],110.0,0.11429759,0.35831013,0.36100213
CSA,Central and South America,PRY,Paraguay,2020,All,Age_all,[All],110.0,0.3119417,1.46311388,1.54222803
CSA,Central and South America,PRY,Paraguay,2019,All,Age_all,[All],105.0,0.32445461,1.41311366,1.49049575
CSA,Central and South America,PRY,Paraguay,2018,All,Age_all,[All],114.0,0.36470664,1.56750955,1.63885737
CSA,Central and South America,PRY,Paraguay,2017,All,Age_all,[All],100.0,0.34457806,1.41826246,1.45622705
CSA,Central and South America,PRY,Paraguay,2016,All,Age_all,[All],115.0,0.36723615,1.58297242,1.69669772
CSA,Central and South America,PRY,Paraguay,2015,All,Age_all,[All],114.0,0.3980308,1.63670864,1.70435535
CSA,Central and South America,URY,Uruguay,2020,All,Age_all,[All],11.0,0.03370408,0.34879134,0.31666249
CSA,Central and South America,URY,Uruguay,2019,All,Age_all,[All],5.0,0.01436493,0.15534151,0.14443629
CSA,Central and South America,URY,Uruguay,2018,All,Age_all,[All],6.0,0.01758087,0.19350972,0.17394909
CSA,Central and South America,URY,Uruguay,2017,All,Age_all,[All],8.0,0.024116,0.25151998,0.23278544
CSA,Central and South America,URY,Uruguay,2016,All,Age_all,[All],9.0,0.02625974,0.28741877,0.26284056
CSA,Central and South America,URY,Uruguay,2015,All,Age_all,[All],11.0,0.0333667,0.35516385,0.32239071
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2016,All,Age_all,[All],986.0,0.51765595,3.25848407,3.30304371
CSA,Central and South America,VEN,Venezuela (Bolivarian Republic of),2015,All,Age_all,[All],664.0,0.39463205,2.14954483,2.20731259
CSA,Central and South America,ARG,Argentina,2021,All,Age_all,[All],475.0,0.10874567,1.07547519,1.0415336
CSA,Central and South America,CHL,Chile,2021,All,Age_all,[All],64.0,0.04650183,0.32875885,0.33311887
CSA,Central and South America,COL,Colombia,2021,All,Age_all,[All],729.0,0.20077722,1.36257974,1.42199941
CSA,Central and South America,PRY,Paraguay,2021,All,Age_all,[All],198.0,0.37305699,2.58942759,2.74251978
